Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
32.4043321299639,42,F,1,Science,60,471
32.4043321299639,42,F,1,Geography,60,471
32.4043321299639,43,F,1,Maths,60,407
32.4043321299639,42,F,1,Maths,65,438
32.4043321299639,42,F,1,Spanish,63,438
32.4043321299639,49,F,1,English,64,169
32.4043321299639,43,F,1,History,64,529
32.4043321299639,47,F,1,English,64,926
32.4043321299639,45,F,1,Geography,61,477
32.4043321299639,45,F,1,Spanish,63,55
32.4043321299639,47,F,1,Maths,60,641
32.4043321299639,44,F,1,Science,64,141
32.4043321299639,44,F,1,Spanish,63,141
32.4043321299639,43,F,1,Maths,60,511
32.4043321299639,44,F,1,Spanish,64,864
32.4043321299639,44,F,1,English,65,864
32.4043321299639,45,F,1,English,65,559
32.4043321299639,53,F,1,English,60,197
32.4043321299639,47,F,1,Maths,61,11
32.4043321299639,44,F,1,Art,62,720
32.4043321299639,44,F,1,Spanish,66,720
32.4043321299639,49,F,1,Art,64,259
32.4043321299639,49,F,1,English,66,149
32.4043321299639,43,F,1,Science,62,823
32.4043321299639,43,F,1,Art,61,176
32.4043321299639,47,F,1,Art,65,184
32.4043321299639,47,F,1,Maths,62,337
32.4043321299639,51,F,1,English,64,600
32.4043321299639,42,F,1,History,61,333
32.4043321299639,42,F,1,Spanish,63,333
33.973544973545,48,E,2,Maths,70,599
33.973544973545,44,E,2,Art,69,147
33.973544973545,44,E,2,Science,69,498
33.973544973545,52,E,2,Geography,69,680
33.973544973545,43,E,2,Spanish,70,760
33.973544973545,44,E,2,Science,71,523
33.973544973545,44,E,2,Art,68,523
33.973544973545,43,E,2,History,71,541
33.973544973545,47,E,2,History,67,326
33.973544973545,48,E,2,Spanish,71,465
33.973544973545,48,E,2,English,72,465
33.973544973545,43,E,2,Maths,70,861
33.973544973545,42,E,2,Science,71,784
33.973544973545,42,E,2,Maths,70,784
33.973544973545,52,E,2,Art,68,962
33.973544973545,49,E,2,Spanish,69,945
33.973544973545,46,E,2,Science,68,740
33.973544973545,46,E,2,Geography,66,740
33.973544973545,46,E,2,Art,69,736
33.973544973545,42,E,2,Geography,67,922
33.973544973545,54,E,2,Art,67,5
33.973544973545,44,E,2,Science,73,936
33.973544973545,52,E,2,Art,69,289
33.973544973545,52,E,2,Science,73,833
33.973544973545,47,E,2,Science,71,865
33.973544973545,43,E,2,History,69,530
33.973544973545,50,E,2,History,67,464
33.973544973545,42,E,2,Geography,71,531
33.973544973545,44,E,2,Geography,69,538
33.973544973545,44,E,2,Art,71,538
33.973544973545,45,E,2,History,70,975
33.973544973545,44,E,2,History,68,328
33.973544973545,46,E,2,History,69,323
33.973544973545,42,E,2,Science,69,228
33.973544973545,46,E,2,Maths,70,650
33.973544973545,46,E,2,Science,72,295
33.973544973545,46,E,2,Spanish,72,295
33.973544973545,46,E,2,History,69,981
33.973544973545,43,E,2,Geography,67,113
33.973544973545,42,E,2,Maths,69,556
33.973544973545,46,E,2,Art,70,198
33.973544973545,42,E,2,History,68,870
33.973544973545,42,E,2,Spanish,69,870
33.973544973545,46,E,2,Maths,71,601
33.973544973545,45,E,2,English,72,426
33.973544973545,47,E,2,Spanish,72,608
33.973544973545,46,E,2,History,70,51
33.973544973545,43,E,2,Maths,69,285
33.973544973545,42,E,2,Science,71,312
33.973544973545,44,E,2,Spanish,67,262
33.973544973545,44,E,2,English,71,262
33.973544973545,42,E,2,Science,71,241
33.973544973545,42,E,2,Science,71,125
33.973544973545,45,E,2,English,69,493
33.973544973545,42,E,2,Art,68,164
33.973544973545,42,E,2,Spanish,72,164
33.973544973545,42,E,2,Art,68,243
33.973544973545,42,E,2,Maths,70,243
33.973544973545,44,E,2,History,66,868
33.973544973545,44,E,2,Geography,68,868
33.973544973545,43,E,2,History,69,506
33.973544973545,43,E,2,Art,72,506
33.973544973545,44,E,2,Maths,66,585
33.973544973545,46,E,2,Science,67,497
33.973544973545,42,E,2,English,69,353
33.973544973545,42,E,2,Science,72,890
33.973544973545,42,E,2,English,68,890
33.973544973545,51,E,2,Geography,68,63
33.973544973545,43,E,2,English,67,510
33.973544973545,44,E,2,History,71,218
33.973544973545,44,E,2,Art,72,516
33.973544973545,46,E,2,History,68,446
33.973544973545,46,E,2,History,71,266
33.973544973545,46,E,2,History,69,339
33.973544973545,46,E,2,English,71,572
33.973544973545,42,E,2,Spanish,69,496
33.973544973545,45,E,2,Science,68,14
33.973544973545,46,E,2,English,68,754
33.973544973545,42,E,2,Art,67,412
33.973544973545,45,E,2,English,69,625
33.973544973545,46,E,2,English,69,645
33.973544973545,44,E,2,Maths,70,227
33.973544973545,43,E,2,Geography,67,735
33.973544973545,46,E,2,History,70,24
33.973544973545,46,E,2,English,72,24
33.973544973545,43,E,2,Spanish,71,831
33.973544973545,54,E,2,History,70,961
33.973544973545,48,E,2,Maths,67,911
33.973544973545,42,E,2,History,67,132
33.973544973545,42,E,2,English,72,132
33.973544973545,42,E,2,English,67,953
33.973544973545,48,E,2,Spanish,69,282
33.973544973545,50,E,2,Art,71,397
33.973544973545,52,E,2,Maths,71,792
33.973544973545,43,E,2,Art,66,658
33.973544973545,43,E,2,English,71,658
33.973544973545,44,E,2,Science,71,156
33.973544973545,44,E,2,Maths,67,657
33.973544973545,44,E,2,English,72,657
33.973544973545,45,E,2,Geography,67,841
33.973544973545,45,E,2,Spanish,72,96
33.973544973545,44,E,2,Science,71,901
33.973544973545,44,E,2,English,67,901
33.973544973545,44,E,2,History,68,895
33.973544973545,44,E,2,Science,69,895
33.973544973545,42,E,2,Art,68,398
33.973544973545,44,E,2,Maths,66,648
33.973544973545,42,E,2,Maths,68,955
33.973544973545,44,E,2,Spanish,69,972
33.973544973545,44,E,2,English,69,972
33.973544973545,47,E,2,Maths,69,766
33.973544973545,52,E,2,History,68,528
33.973544973545,52,E,2,Maths,67,528
33.973544973545,46,E,2,History,68,252
33.973544973545,46,E,2,Geography,66,252
33.973544973545,45,E,2,Geography,68,951
33.973544973545,46,E,2,History,71,643
33.973544973545,46,E,2,Science,73,643
33.973544973545,48,E,2,Spanish,67,973
33.973544973545,48,E,2,Geography,71,634
33.973544973545,43,E,2,Science,68,635
33.973544973545,43,E,2,Maths,70,635
33.973544973545,42,E,2,Geography,68,344
33.973544973545,52,E,2,History,70,803
33.973544973545,43,E,2,English,69,105
33.973544973545,43,E,2,History,66,325
33.973544973545,48,E,2,Science,67,439
33.973544973545,44,E,2,Art,70,532
33.973544973545,46,E,2,History,68,920
33.973544973545,46,E,2,Art,67,185
33.973544973545,46,E,2,Spanish,70,582
33.973544973545,44,E,2,History,67,146
33.973544973545,44,E,2,Geography,72,146
33.973544973545,48,E,2,Art,72,609
33.973544973545,43,E,2,Geography,68,288
33.973544973545,54,E,2,Geography,71,982
33.973544973545,44,E,2,History,66,639
33.973544973545,46,E,2,Spanish,71,988
33.973544973545,46,E,2,Science,67,392
33.973544973545,45,E,2,Geography,70,225
33.973544973545,52,E,2,Spanish,70,914
33.973544973545,46,E,2,Geography,67,912
33.973544973545,42,E,2,Maths,70,508
33.973544973545,42,E,2,English,71,508
33.973544973545,46,E,2,Art,71,314
33.973544973545,46,E,2,Spanish,67,314
33.973544973545,47,E,2,Art,70,504
33.973544973545,42,E,2,History,69,162
33.973544973545,42,E,2,English,72,162
33.973544973545,42,E,2,Art,66,994
33.973544973545,48,E,2,Spanish,69,904
33.973544973545,48,E,2,Geography,72,350
33.973544973545,48,E,2,Art,67,350
33.973544973545,42,E,2,Maths,68,931
33.973544973545,52,E,2,English,70,35
33.973544973545,58,E,2,Science,72,874
33.973544973545,42,E,2,Geography,71,8
33.973544973545,42,E,2,History,68,597
33.973544973545,42,E,2,Science,72,597
33.973544973545,46,E,2,Spanish,71,475
33.973544973545,45,E,2,Spanish,70,209
33.973544973545,42,E,2,Spanish,68,340
33.973544973545,43,E,2,Maths,71,302
33.973544973545,48,E,2,Art,68,550
33.973544973545,48,E,2,Maths,68,550
33.973544973545,46,E,2,Art,66,799
33.973544973545,46,E,2,Art,67,533
33.973544973545,43,E,2,Spanish,70,407
33.973544973545,42,E,2,Spanish,70,20
33.973544973545,48,E,2,Geography,67,187
33.973544973545,48,E,2,English,69,187
33.973544973545,48,E,2,Science,69,558
33.973544973545,44,E,2,English,69,502
33.973544973545,46,E,2,Spanish,68,54
33.973544973545,54,E,2,Maths,68,855
33.973544973545,46,E,2,History,67,238
33.973544973545,46,E,2,Maths,70,238
33.973544973545,43,E,2,Art,70,529
33.973544973545,44,E,2,Maths,70,17
33.973544973545,47,E,2,Art,69,926
33.973544973545,44,E,2,Spanish,72,101
33.973544973545,45,E,2,Science,70,55
33.973544973545,42,E,2,Geography,69,418
33.973544973545,46,E,2,Spanish,68,845
33.973544973545,46,E,2,History,69,163
33.973544973545,42,E,2,Science,68,924
33.973544973545,42,E,2,Art,67,924
33.973544973545,44,E,2,History,71,236
33.973544973545,43,E,2,Science,72,511
33.973544973545,42,E,2,Science,73,485
33.973544973545,42,E,2,Maths,69,485
33.973544973545,48,E,2,Spanish,68,581
33.973544973545,45,E,2,Science,73,559
33.973544973545,46,E,2,Spanish,67,816
33.973544973545,54,E,2,English,69,300
33.973544973545,48,E,2,English,70,546
33.973544973545,48,E,2,English,67,371
33.973544973545,47,E,2,Geography,70,11
33.973544973545,43,E,2,History,71,176
33.973544973545,47,E,2,Science,73,337
33.973544973545,44,E,2,Maths,67,602
33.973544973545,48,E,2,Geography,70,260
33.973544973545,48,E,2,Art,70,260
33.973544973545,42,E,2,English,69,620
33.973544973545,42,E,2,Geography,71,86
33.973544973545,42,E,2,Maths,68,86
33.973544973545,54,E,2,Maths,68,693
33.973544973545,44,E,2,Spanish,72,194
33.973544973545,46,E,2,Art,70,660
39.5008650519031,46,B,8,Science,91,672
39.5008650519031,46,B,8,Geography,88,672
39.5008650519031,48,B,8,Science,90,599
39.5008650519031,48,B,8,Art,90,599
39.5008650519031,48,B,8,Spanish,91,599
39.5008650519031,44,B,8,Science,93,147
39.5008650519031,50,B,8,Geography,93,43
39.5008650519031,55,B,8,Science,91,928
39.5008650519031,55,B,8,Geography,91,928
39.5008650519031,55,B,8,Spanish,89,928
39.5008650519031,44,B,8,Spanish,88,498
39.5008650519031,52,B,8,English,93,680
39.5008650519031,43,B,8,Maths,91,760
39.5008650519031,43,B,8,Science,93,541
39.5008650519031,43,B,8,Spanish,93,541
39.5008650519031,45,B,8,Geography,91,897
39.5008650519031,47,B,8,Science,89,326
39.5008650519031,47,B,8,Maths,86,326
39.5008650519031,47,B,8,Spanish,92,326
39.5008650519031,52,B,8,Art,88,669
39.5008650519031,43,B,8,History,91,791
39.5008650519031,43,B,8,Geography,90,791
39.5008650519031,43,B,8,Spanish,88,791
39.5008650519031,51,B,8,Art,91,654
39.5008650519031,51,B,8,English,87,654
39.5008650519031,43,B,8,Art,90,380
39.5008650519031,48,B,8,History,86,465
39.5008650519031,48,B,8,Science,91,465
39.5008650519031,48,B,8,Maths,89,465
39.5008650519031,43,B,8,Geography,93,861
39.5008650519031,43,B,8,Art,87,861
39.5008650519031,43,B,8,Spanish,89,861
39.5008650519031,42,B,8,Spanish,90,784
39.5008650519031,52,B,8,History,86,962
39.5008650519031,52,B,8,Maths,87,962
39.5008650519031,52,B,8,English,89,962
39.5008650519031,53,B,8,History,88,809
39.5008650519031,49,B,8,Science,93,945
39.5008650519031,49,B,8,English,89,945
39.5008650519031,49,B,8,Maths,88,857
39.5008650519031,46,B,8,History,92,740
39.5008650519031,46,B,8,Art,92,740
39.5008650519031,46,B,8,Spanish,92,740
39.5008650519031,46,B,8,English,92,740
39.5008650519031,42,B,8,Science,87,842
39.5008650519031,42,B,8,English,88,842
39.5008650519031,60,B,8,Science,91,887
39.5008650519031,60,B,8,Spanish,93,887
39.5008650519031,60,B,8,English,87,887
39.5008650519031,50,B,8,Art,92,844
39.5008650519031,46,B,8,Science,87,736
39.5008650519031,46,B,8,Spanish,92,736
39.5008650519031,42,B,8,Art,87,922
39.5008650519031,56,B,8,Geography,93,997
39.5008650519031,56,B,8,Spanish,87,997
39.5008650519031,42,B,8,Maths,87,993
39.5008650519031,44,B,8,Science,89,4
39.5008650519031,46,B,8,English,93,940
39.5008650519031,54,B,8,Maths,86,5
39.5008650519031,48,B,8,History,90,466
39.5008650519031,48,B,8,Art,88,466
39.5008650519031,48,B,8,Maths,88,466
39.5008650519031,48,B,8,English,90,466
39.5008650519031,44,B,8,Geography,88,936
39.5008650519031,44,B,8,Art,92,936
39.5008650519031,52,B,8,Science,93,289
39.5008650519031,52,B,8,Maths,89,289
39.5008650519031,52,B,8,Spanish,91,289
39.5008650519031,52,B,8,Geography,88,833
39.5008650519031,52,B,8,Art,91,833
39.5008650519031,47,B,8,Geography,88,865
39.5008650519031,47,B,8,Art,91,865
39.5008650519031,47,B,8,English,89,865
39.5008650519031,43,B,8,Spanish,88,271
39.5008650519031,43,B,8,Science,91,530
39.5008650519031,43,B,8,Spanish,93,530
39.5008650519031,55,B,8,English,89,624
39.5008650519031,50,B,8,English,91,464
39.5008650519031,42,B,8,Art,88,531
39.5008650519031,42,B,8,Maths,90,531
39.5008650519031,44,B,8,Spanish,90,538
39.5008650519031,45,B,8,Geography,92,975
39.5008650519031,45,B,8,Spanish,89,975
39.5008650519031,44,B,8,Maths,90,328
39.5008650519031,51,B,8,Art,90,84
39.5008650519031,42,B,8,History,87,228
39.5008650519031,42,B,8,Maths,88,228
39.5008650519031,46,B,8,Science,89,650
39.5008650519031,46,B,8,Geography,88,650
39.5008650519031,46,B,8,English,90,650
39.5008650519031,46,B,8,Geography,89,295
39.5008650519031,43,B,8,Science,87,113
39.5008650519031,43,B,8,English,92,113
39.5008650519031,42,B,8,Science,87,556
39.5008650519031,42,B,8,Geography,89,556
39.5008650519031,42,B,8,Art,91,556
39.5008650519031,42,B,8,Spanish,87,556
39.5008650519031,58,B,8,Maths,89,764
39.5008650519031,58,B,8,Spanish,89,764
39.5008650519031,58,B,8,English,89,764
39.5008650519031,46,B,8,History,87,198
39.5008650519031,42,B,8,Geography,92,870
39.5008650519031,45,B,8,Art,88,426
39.5008650519031,54,B,8,Science,87,846
39.5008650519031,54,B,8,Maths,87,846
39.5008650519031,54,B,8,English,93,846
39.5008650519031,46,B,8,Geography,91,51
39.5008650519031,46,B,8,Art,91,51
39.5008650519031,46,B,8,Spanish,88,51
39.5008650519031,44,B,8,History,91,58
39.5008650519031,44,B,8,Science,88,605
39.5008650519031,44,B,8,Spanish,91,605
39.5008650519031,46,B,8,Science,92,161
39.5008650519031,43,B,8,Spanish,90,659
39.5008650519031,43,B,8,History,88,285
39.5008650519031,43,B,8,Geography,91,285
39.5008650519031,43,B,8,English,88,285
39.5008650519031,42,B,8,Spanish,87,312
39.5008650519031,42,B,8,Science,90,100
39.5008650519031,44,B,8,History,90,262
39.5008650519031,44,B,8,Science,91,262
39.5008650519031,44,B,8,Maths,88,262
39.5008650519031,42,B,8,Maths,86,788
39.5008650519031,42,B,8,Maths,85,241
39.5008650519031,42,B,8,Spanish,91,241
39.5008650519031,42,B,8,Spanish,91,125
39.5008650519031,45,B,8,Maths,88,493
39.5008650519031,46,B,8,History,87,627
39.5008650519031,46,B,8,Science,88,627
39.5008650519031,46,B,8,Maths,88,627
39.5008650519031,42,B,8,English,91,164
39.5008650519031,52,B,8,History,92,145
39.5008650519031,49,B,8,Science,91,996
39.5008650519031,49,B,8,Art,91,996
39.5008650519031,42,B,8,Spanish,93,243
39.5008650519031,42,B,8,English,91,243
39.5008650519031,43,B,8,English,89,506
39.5008650519031,43,B,8,History,87,706
39.5008650519031,43,B,8,Spanish,88,706
39.5008650519031,46,B,8,Maths,91,497
39.5008650519031,51,B,8,History,91,89
39.5008650519031,42,B,8,Science,92,353
39.5008650519031,42,B,8,Art,88,353
39.5008650519031,42,B,8,History,87,890
39.5008650519031,42,B,8,Geography,88,890
39.5008650519031,42,B,8,Art,92,890
39.5008650519031,42,B,8,Maths,87,890
39.5008650519031,44,B,8,Art,87,560
39.5008650519031,51,B,8,English,90,63
39.5008650519031,43,B,8,Spanish,87,510
39.5008650519031,44,B,8,Science,88,218
39.5008650519031,44,B,8,Art,87,218
39.5008650519031,44,B,8,Science,91,516
39.5008650519031,56,B,8,History,87,837
39.5008650519031,56,B,8,Geography,88,837
39.5008650519031,56,B,8,Spanish,88,837
39.5008650519031,56,B,8,English,88,837
39.5008650519031,56,B,8,Geography,91,203
39.5008650519031,56,B,8,Art,92,203
39.5008650519031,56,B,8,Spanish,91,203
39.5008650519031,56,B,8,English,88,203
39.5008650519031,50,B,8,Maths,87,358
39.5008650519031,46,B,8,Maths,88,446
39.5008650519031,46,B,8,Geography,91,266
39.5008650519031,46,B,8,Art,88,266
39.5008650519031,46,B,8,Spanish,93,266
39.5008650519031,46,B,8,Spanish,87,339
39.5008650519031,46,B,8,English,93,339
39.5008650519031,52,B,8,Science,87,220
39.5008650519031,46,B,8,History,91,572
39.5008650519031,46,B,8,Maths,90,572
39.5008650519031,45,B,8,English,92,14
39.5008650519031,46,B,8,Geography,92,754
39.5008650519031,46,B,8,Spanish,90,754
39.5008650519031,52,B,8,History,86,307
39.5008650519031,52,B,8,Science,93,307
39.5008650519031,52,B,8,Maths,89,307
39.5008650519031,52,B,8,Spanish,89,307
39.5008650519031,57,B,8,Science,92,56
39.5008650519031,57,B,8,Geography,92,56
39.5008650519031,42,B,8,Maths,88,449
39.5008650519031,42,B,8,Spanish,88,449
39.5008650519031,42,B,8,Science,93,412
39.5008650519031,42,B,8,Maths,88,412
39.5008650519031,45,B,8,History,86,625
39.5008650519031,45,B,8,Art,87,625
39.5008650519031,48,B,8,Art,91,539
39.5008650519031,42,B,8,History,87,191
39.5008650519031,46,B,8,Science,87,645
39.5008650519031,46,B,8,Spanish,92,645
39.5008650519031,44,B,8,History,87,227
39.5008650519031,44,B,8,Spanish,88,227
39.5008650519031,43,B,8,Spanish,92,735
39.5008650519031,43,B,8,English,90,735
39.5008650519031,46,B,8,Art,92,24
39.5008650519031,43,B,8,Geography,90,831
39.5008650519031,43,B,8,Art,91,831
39.5008650519031,43,B,8,English,91,831
39.5008650519031,48,B,8,Geography,89,911
39.5008650519031,42,B,8,Geography,88,132
39.5008650519031,42,B,8,Art,87,132
39.5008650519031,42,B,8,Maths,91,132
39.5008650519031,42,B,8,Spanish,87,132
39.5008650519031,51,B,8,Art,90,42
39.5008650519031,51,B,8,Maths,90,42
39.5008650519031,42,B,8,Spanish,93,953
39.5008650519031,48,B,8,History,87,282
39.5008650519031,48,B,8,Art,92,282
39.5008650519031,48,B,8,English,89,282
39.5008650519031,50,B,8,Geography,92,397
39.5008650519031,52,B,8,Science,89,792
39.5008650519031,52,B,8,Art,87,792
39.5008650519031,52,B,8,English,92,792
39.5008650519031,54,B,8,History,89,551
39.5008650519031,43,B,8,Geography,91,658
39.5008650519031,44,B,8,History,90,156
39.5008650519031,44,B,8,Maths,91,156
39.5008650519031,43,B,8,Science,88,607
39.5008650519031,44,B,8,History,92,657
39.5008650519031,48,B,8,Science,93,782
39.5008650519031,52,B,8,Science,88,57
39.5008650519031,52,B,8,Geography,92,57
39.5008650519031,45,B,8,Art,89,841
39.5008650519031,45,B,8,English,91,841
39.5008650519031,43,B,8,Art,91,47
39.5008650519031,43,B,8,English,92,47
39.5008650519031,44,B,8,Geography,90,901
39.5008650519031,51,B,8,Geography,90,272
39.5008650519031,51,B,8,Art,92,272
39.5008650519031,44,B,8,English,87,895
39.5008650519031,44,B,8,Art,87,648
39.5008650519031,44,B,8,Spanish,91,648
39.5008650519031,44,B,8,English,89,648
39.5008650519031,48,B,8,History,86,460
39.5008650519031,48,B,8,Science,91,460
39.5008650519031,49,B,8,Science,89,159
39.5008650519031,49,B,8,Geography,90,159
39.5008650519031,49,B,8,Spanish,93,159
39.5008650519031,50,B,8,Geography,89,298
39.5008650519031,50,B,8,Art,90,298
39.5008650519031,42,B,8,Science,93,955
39.5008650519031,42,B,8,Art,91,955
39.5008650519031,44,B,8,History,87,972
39.5008650519031,44,B,8,Science,92,972
39.5008650519031,47,B,8,Art,92,766
39.5008650519031,52,B,8,Art,90,528
39.5008650519031,46,B,8,Spanish,92,252
39.5008650519031,51,B,8,History,86,377
39.5008650519031,51,B,8,Spanish,91,377
39.5008650519031,54,B,8,Maths,88,151
39.5008650519031,45,B,8,Science,90,951
39.5008650519031,45,B,8,Maths,86,951
39.5008650519031,45,B,8,Spanish,88,951
39.5008650519031,45,B,8,English,89,951
39.5008650519031,44,B,8,History,90,725
39.5008650519031,44,B,8,Geography,92,725
39.5008650519031,46,B,8,Art,87,643
39.5008650519031,46,B,8,English,88,643
39.5008650519031,45,B,8,Science,90,216
39.5008650519031,52,B,8,History,87,684
39.5008650519031,54,B,8,History,88,130
39.5008650519031,54,B,8,Maths,87,130
39.5008650519031,54,B,8,English,92,130
39.5008650519031,48,B,8,Geography,88,721
39.5008650519031,48,B,8,History,86,634
39.5008650519031,43,B,8,Spanish,89,44
39.5008650519031,43,B,8,English,92,635
39.5008650519031,44,B,8,Science,92,318
39.5008650519031,44,B,8,Maths,89,318
39.5008650519031,43,B,8,Science,93,952
39.5008650519031,42,B,8,Maths,88,344
39.5008650519031,52,B,8,Science,88,803
39.5008650519031,52,B,8,Geography,89,803
39.5008650519031,43,B,8,History,87,105
39.5008650519031,43,B,8,Science,87,105
39.5008650519031,43,B,8,Geography,90,105
39.5008650519031,48,B,8,History,92,102
39.5008650519031,48,B,8,Geography,92,102
39.5008650519031,43,B,8,History,86,694
39.5008650519031,43,B,8,Geography,88,694
39.5008650519031,43,B,8,Art,89,694
39.5008650519031,43,B,8,Maths,87,694
39.5008650519031,48,B,8,History,86,439
39.5008650519031,48,B,8,Art,90,439
39.5008650519031,48,B,8,English,89,439
39.5008650519031,42,B,8,Science,90,483
39.5008650519031,49,B,8,Geography,89,932
39.5008650519031,49,B,8,Maths,91,932
39.5008650519031,45,B,8,Art,87,434
39.5008650519031,45,B,8,Maths,88,434
39.5008650519031,45,B,8,History,86,724
39.5008650519031,45,B,8,Geography,93,724
39.5008650519031,42,B,8,History,92,828
39.5008650519031,42,B,8,Maths,88,828
39.5008650519031,42,B,8,Spanish,93,828
39.5008650519031,46,B,8,Science,88,920
39.5008650519031,46,B,8,English,90,185
39.5008650519031,46,B,8,Geography,92,582
39.5008650519031,46,B,8,Maths,90,582
39.5008650519031,53,B,8,Science,90,544
39.5008650519031,53,B,8,Geography,91,544
39.5008650519031,44,B,8,Science,93,146
39.5008650519031,44,B,8,Spanish,88,146
39.5008650519031,48,B,8,Science,92,609
39.5008650519031,43,B,8,History,90,288
39.5008650519031,43,B,8,Science,87,288
39.5008650519031,49,B,8,Science,88,25
