Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,UK Date Time,Date,Sport,Venue
35.66446761779039,139.52756286092847,False,Rugby,Men's Semi-finals (2 matches),2021-07-28 01:00:00,28 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Men's Placing 7-8,2021-07-28 08:30:00,28 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Men's Placing 5-6,2021-07-28 08:30:00,28 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Men's Bronze Medal Match,2021-07-28 08:30:00,28 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,True,Rugby,Men's Gold Medal Match,2021-07-28 08:30:00,28 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Pool Round (6 matches),2021-07-29 01:00:00,29 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Pool Round (6 matches),2021-07-29 08:30:00,29 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Pool Round (6 matches),2021-07-30 01:00:00,30 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 9-12 (2 matches),2021-07-30 08:30:00,30 July 2021,Rugby.,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Quarter-finals (4 matches),2021-07-30 08:30:00,30 July 2021,Rugby.,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 11-12,2021-07-31 01:00:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 9-10,2021-07-31 01:00:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 5-8 (2 matches),2021-07-31 01:00:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Semi-finals (2 matches),2021-07-31 01:00:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 7-8,2021-07-31 08:30:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Placing 5-6,2021-07-31 08:30:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Rugby,Women's Bronze Medal Match,2021-07-31 08:30:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,True,Rugby,Women's Gold Medal Match,2021-07-31 08:30:00,31 July 2021,Rugby,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Women's Swimming,2021-08-06 06:30:00,6 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Women's Fencing Bonus Round,2021-08-06 06:30:00,6 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Women's Riding Show Jumping,2021-08-06 06:30:00,6 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Women's Laser Run,2021-08-06 06:30:00,6 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Men's Swimming,2021-08-07 06:30:00,7 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Men's Fencing Bonus Round,2021-08-07 06:30:00,7 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Men's Riding Show Jumping,2021-08-07 06:30:00,7 August 2021,Modern Pentathlon,Tokyo Stadium
35.66446761779039,139.52756286092847,False,Modern Pentathlon,Men's Laser Run,2021-08-07 06:30:00,7 August 2021,Modern Pentathlon,Tokyo Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group B: New Zealand vs Republic of Korea,2021-07-22 09:00:00,22 July 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group C: Honduras vs Romania,2021-07-22 09:00:00,22 July 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group D: Côte d'Ivoire vs Saudi Arabia,2021-07-22 09:30:00,22 July 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group D: Brazil vs Germany,2021-07-22 09:30:00,22 July 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group B: New Zealand vs Honduras,2021-07-25 09:00:00,25 July 2021,football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Group B: Romania vs Republic of Korea,2021-07-25 09:00:00,25 July 2021,football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football, Women's Group G: United States vs Australia,2021-07-27 09:00:00,27 July 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Women's Semifinal (2 matches),2021-08-02 09:00:00,2 August 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Men's Semifinal (2 matches),2021-08-03 09:00:00,3 August 2021,Football,Ibaraki Kashima Stadium
35.99213056967567,140.64152126184229,False,Football,Women's Bronze Medal Match,2021-08-05 09:00:00,5 August 2021,Football,Ibaraki Kashima Stadium
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Quadruple Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Quadruple Sculls Heats,2021-07-23 00:30:00,23 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Repechages,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Repechages,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Repechage,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Repechage,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Pair Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Pair Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Four Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Four Heats,2021-07-24 00:30:00,24 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Semifinals E/F,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Semifinals E/F,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Pair Repechage,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Pair Repechage,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Repechages,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Repechages,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Quadruple Sculls Repechage,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Quadruple Sculls Repechage,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Heats,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Heats,2021-07-25 01:00:00,25 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Quarterfinals,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Quarterfinals,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Semifinals,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Semifinals,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Four Repechage,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Four Repechage,2021-07-26 01:00:00,26 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,"Men's Single Sculls Semifinals C/D,Women's Single Sculls Semifinals C/D",2021-07-27 00:30:00,27 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final C,2021-07-27 00:30:00,27 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Final B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Four Final B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Four Final B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final A,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Final A,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Women's Double Sculls Victory Ceremony,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Four Final A,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Men's Double Sculls Victory Ceremony,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Four Finals A,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Women's Four Victory Ceremony,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Repechage,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Men's Four Victory Ceremony,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Repechage,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Semifinals A/B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Semifinals A/B,2021-07-28 00:30:00,28 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final F,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final F,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final E,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final E,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Pair Final A,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Pair Final A,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Men's Pair Victory Ceremony,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final A,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Women's Pair Victory Ceremony,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final A,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Lightweight Men's Double Sculls Victory Ceremony,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Pairs Final B,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Lightweight Women's Double Sculls Victory Ceremony,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Pairs Final B,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final B,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Final B,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final D,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final D,2021-07-29 00:30:00,29 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final C,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final C,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final B,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final B,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final A,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final A,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Women's Single Sculls Victory Ceremony,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Final A,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,True,Rowing,Men's Single Sculls Victory Ceremony,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Final A,2021-07-30 00:45:00,30 July 2021,Rowing,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 200m Heats,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Canoe Double 1000m Heats,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 1000m Heats,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Double 500m Heats,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 200m Quarterfinals,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Canoe Double 1000m Quarterfinals,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 1000m Quarterfinals,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Double 500m Quarterfinals,2021-08-02 01:30:00,2 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 200m Semifinals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Canoe Double 1000m Semifinals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 1000m Semifinals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Double 500m Semifinals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 200m Finals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Canoe Double 1000m Finals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 1000m Finals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Double 500m Finals,2021-08-03 01:30:00,3 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 200m Heats,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Canoe Single 200m Heats,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 500m Heats,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Double 1000m Heats,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 200m Quarterfinals,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Canoe Single 200m Quarterfinals,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 500m Quarterfinals,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Double 1000m Quarterfinals,2021-08-04 01:30:00,4 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 200m Semifinals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Canoe Single 200m Semifinals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 500m Semifinals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Double 1000m Semifinals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Single 200m Finals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Canoe Single 200m Finals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Kayak Single 500m Finals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Men's Kayak Double 1000m Finals,2021-08-05 01:30:00,5 August 2021,Canoe Sprint,Sea Forest Waterway
35.60796457817903,139.8147625026683,False,Canoeing,Women's Canoe Double 500m Heats,2021-08-06 01:30:00,6 August 2021,Canoe Sprint,Sea Forest Waterway
