StoreID,CustomerID,OrderID,Order Date,ProductID,Returned,Quantity,Sales
3,217,1240,12/06/2021,42,False,4,23.959999084472656
2,72,1235,12/04/2021,42,True,10,59.89999771118164
6,324,2075,09/01/2021,42,False,3,17.969999313354492
5,378,1393,13/05/2021,42,False,3,17.969999313354492
6,317,1768,08/04/2021,42,False,4,23.959999084472656
4,51,2099,02/05/2021,42,True,11,65.8899974822998
2,352,2064,29/04/2021,42,False,5,29.94999885559082
7,364,1648,08/07/2021,42,False,10,59.89999771118164
6,340,1387,09/07/2021,42,False,11,65.8899974822998
4,203,1775,18/02/2021,42,False,1,5.989999771118164
6,311,1190,21/04/2021,42,False,11,65.8899974822998
4,178,1620,17/02/2021,42,True,8,47.91999816894531
4,69,1759,30/04/2021,42,True,11,65.8899974822998
7,253,1629,18/05/2021,42,False,7,41.92999839782715
4,33,1594,18/05/2021,42,False,6,35.939998626708984
4,357,1158,26/06/2021,42,False,6,35.939998626708984
2,334,2146,15/07/2021,42,False,3,17.969999313354492
2,211,1246,24/06/2021,42,True,8,47.91999816894531
2,206,1301,11/04/2021,42,False,2,11.979999542236328
1,154,1690,01/06/2021,42,True,8,47.91999816894531
2,222,1712,11/05/2021,42,False,3,17.969999313354492
2,59,1545,07/05/2021,42,False,6,35.939998626708984
7,147,1279,26/03/2021,42,True,9,53.90999794006348
2,68,2122,08/06/2021,42,True,9,53.90999794006348
5,246,2077,24/02/2021,42,False,2,11.979999542236328
7,23,1799,15/05/2021,42,True,6,35.939998626708984
5,269,1615,19/03/2021,42,True,2,11.979999542236328
5,172,1806,31/03/2021,42,False,9,53.90999794006348
1,245,1575,16/05/2021,42,False,9,53.90999794006348
3,201,1347,24/01/2021,36,False,6,392.9399871826172
1,91,1085,08/07/2021,36,False,4,261.9599914550781
6,303,2029,17/04/2021,36,False,4,261.9599914550781
3,103,2160,26/01/2021,36,False,9,589.4099807739258
3,60,1913,23/01/2021,36,True,8,523.9199829101562
5,300,2103,30/05/2021,36,False,10,654.8999786376953
1,270,1739,10/06/2021,36,False,1,65.48999786376953
3,75,1476,31/03/2021,36,False,1,65.48999786376953
3,38,2141,02/03/2021,36,False,10,654.8999786376953
4,197,2016,28/01/2021,36,False,11,720.3899765014648
6,6,1446,10/07/2021,36,True,3,196.4699935913086
3,150,1383,02/05/2021,36,False,10,654.8999786376953
2,305,1425,22/06/2021,36,True,6,392.9399871826172
3,97,1649,16/06/2021,36,False,10,654.8999786376953
3,176,1818,30/06/2021,36,False,2,130.97999572753906
1,164,1988,06/05/2021,36,False,10,654.8999786376953
6,36,1546,07/05/2021,36,False,7,458.4299850463867
4,184,1070,21/04/2021,36,False,4,261.9599914550781
1,87,1256,08/07/2021,36,True,2,130.97999572753906
6,96,1125,18/03/2021,36,False,8,523.9199829101562
6,41,1961,06/03/2021,36,False,9,589.4099807739258
4,4,1518,03/07/2021,36,False,5,327.44998931884766
6,345,1487,12/03/2021,36,True,4,261.9599914550781
7,31,1812,13/03/2021,36,False,10,654.8999786376953
6,8,1237,13/06/2021,36,False,1,65.48999786376953
6,195,1674,29/06/2021,36,False,7,458.4299850463867
7,363,1823,23/03/2021,36,True,1,65.48999786376953
1,63,1115,19/06/2021,36,True,1,65.48999786376953
7,113,1065,28/05/2021,36,False,11,720.3899765014648
4,40,1940,31/07/2021,36,False,3,196.4699935913086
1,299,2166,21/06/2021,36,False,1,65.48999786376953
4,215,1420,13/02/2021,36,False,3,196.4699935913086
1,253,1252,08/05/2021,36,False,9,589.4099807739258
4,342,1391,13/05/2021,36,True,8,523.9199829101562
4,306,1665,06/05/2021,36,True,3,196.4699935913086
4,3,1843,12/05/2021,36,False,11,720.3899765014648
5,3,2042,26/06/2021,36,True,6,392.9399871826172
4,173,2054,21/07/2021,36,False,9,589.4099807739258
4,280,1720,29/07/2021,36,False,10,654.8999786376953
1,39,1879,20/05/2021,36,True,8,523.9199829101562
2,147,1740,18/05/2021,36,False,6,392.9399871826172
2,316,1717,29/07/2021,36,True,4,261.9599914550781
7,216,1789,01/04/2021,36,False,5,327.44998931884766
1,255,1453,26/04/2021,36,False,6,392.9399871826172
4,201,1990,06/05/2021,59,False,2,15.600000381469727
3,278,1532,02/06/2021,59,True,1,7.800000190734863
2,125,1102,22/01/2021,59,True,4,31.200000762939453
3,29,1801,24/04/2021,59,False,7,54.60000133514404
3,282,1118,08/06/2021,59,False,7,54.60000133514404
2,44,1900,29/05/2021,59,False,8,62.400001525878906
1,44,1214,03/03/2021,59,False,1,7.800000190734863
3,361,1376,19/06/2021,59,True,7,54.60000133514404
1,361,1195,26/02/2021,59,False,7,54.60000133514404
3,351,1121,09/06/2021,59,False,9,70.20000171661377
6,13,1474,09/02/2021,59,True,9,70.20000171661377
6,362,1760,21/03/2021,59,False,6,46.80000114440918
6,79,1124,18/03/2021,59,False,11,85.8000020980835
6,336,1202,10/03/2021,59,True,2,15.600000381469727
6,26,1800,30/04/2021,59,True,5,39.000000953674316
6,237,1460,17/04/2021,59,False,11,85.8000020980835
6,323,1181,17/06/2021,59,False,9,70.20000171661377
4,285,1664,06/05/2021,59,False,8,62.400001525878906
4,254,1445,30/01/2021,59,True,11,85.8000020980835
2,346,1660,08/04/2021,59,False,7,54.60000133514404
2,48,2017,25/07/2021,59,False,3,23.40000057220459
2,357,1157,10/04/2021,59,True,1,7.800000190734863
7,117,2038,04/04/2021,59,False,1,7.800000190734863
7,256,1890,09/07/2021,59,False,3,23.40000057220459
7,30,1578,19/06/2021,59,False,6,46.80000114440918
7,5,1192,29/06/2021,59,False,10,78.00000190734863
7,307,1637,18/06/2021,59,False,10,78.00000190734863
5,172,1806,31/03/2021,59,False,10,78.00000190734863
5,172,2167,21/06/2021,59,False,8,62.400001525878906
2,201,2137,03/05/2021,11,False,8,21.520000457763672
7,375,1403,12/06/2021,11,False,2,5.380000114440918
3,300,1551,17/02/2021,11,False,9,24.21000051498413
3,177,1184,09/07/2021,11,False,8,21.520000457763672
2,15,1513,03/03/2021,11,True,7,18.830000400543213
2,43,2100,02/05/2021,11,False,1,2.690000057220459
6,99,1716,23/03/2021,11,False,1,2.690000057220459
7,230,1508,03/07/2021,11,False,1,2.690000057220459
7,379,1432,26/01/2021,11,True,6,16.140000343322754
3,194,1091,30/06/2021,11,False,3,8.070000171661377
4,309,1553,23/04/2021,11,True,5,13.450000286102295
6,372,1709,10/03/2021,11,False,3,8.070000171661377
2,258,1530,03/07/2021,11,False,1,2.690000057220459
5,130,1635,13/03/2021,11,False,9,24.21000051498413
6,100,1825,17/07/2021,11,True,6,16.140000343322754
5,100,1097,31/03/2021,11,False,2,5.380000114440918
4,284,1848,30/03/2021,11,False,4,10.760000228881836
2,148,1744,19/03/2021,11,False,6,16.140000343322754
1,148,1271,02/03/2021,11,True,9,24.21000051498413
4,253,1422,16/04/2021,11,False,5,13.450000286102295
4,134,1523,19/05/2021,11,True,9,24.21000051498413
1,134,1428,30/04/2021,11,True,7,18.830000400543213
4,346,1696,23/05/2021,11,False,9,24.21000051498413
4,3,1452,04/05/2021,11,False,10,26.90000057220459
4,48,2034,20/05/2021,11,True,9,24.21000051498413
2,206,1301,11/04/2021,11,False,10,26.90000057220459
2,186,1269,29/07/2021,11,False,5,13.450000286102295
7,256,2069,26/03/2021,11,False,2,5.380000114440918
7,343,2013,20/04/2021,11,False,2,5.380000114440918
1,120,1261,30/04/2021,11,True,6,16.140000343322754
1,328,1819,26/06/2021,11,True,11,29.59000062942505
7,373,1907,18/06/2021,11,False,4,10.760000228881836
2,201,2137,03/05/2021,52,False,2,11.34000015258789
3,103,2113,14/07/2021,52,True,4,22.68000030517578
3,60,1913,23/01/2021,52,True,10,56.70000076293945
2,60,1860,19/05/2021,52,False,1,5.670000076293945
6,152,1122,15/06/2021,52,True,8,45.36000061035156
3,43,1123,18/03/2021,52,False,7,39.69000053405762
6,263,2158,08/06/2021,52,False,4,22.68000030517578
1,133,1706,14/01/2021,52,True,1,5.670000076293945
1,224,1787,01/04/2021,52,False,7,39.69000053405762
7,250,1436,08/04/2021,52,False,11,62.3700008392334
3,230,2019,25/07/2021,52,True,6,34.02000045776367
3,97,1649,16/06/2021,52,False,11,62.3700008392334
6,379,1619,11/04/2021,52,False,8,45.36000061035156
3,369,1340,20/07/2021,52,True,5,28.350000381469727
6,36,1546,07/05/2021,52,False,2,11.34000015258789
7,36,1447,04/06/2021,52,True,7,39.69000053405762
6,94,1335,20/07/2021,52,False,8,45.36000061035156
6,237,1460,17/04/2021,52,False,8,45.36000061035156
7,243,1405,12/06/2021,52,False,3,17.010000228881836
2,16,1857,07/07/2021,52,True,9,51.03000068664551
4,40,1275,12/01/2021,52,False,7,39.69000053405762
5,98,1381,02/03/2021,52,True,5,28.350000381469727
4,264,2076,27/01/2021,52,False,5,28.350000381469727
5,119,1859,19/05/2021,52,False,6,34.02000045776367
4,88,1363,17/03/2021,52,True,1,5.670000076293945
4,244,1679,05/03/2021,52,False,7,39.69000053405762
4,33,1594,18/05/2021,52,False,11,62.3700008392334
5,335,2156,24/03/2021,52,True,1,5.670000076293945
1,39,2039,26/06/2021,52,False,6,34.02000045776367
2,261,1136,23/07/2021,52,True,8,45.36000061035156
7,186,2119,14/07/2021,52,True,9,51.03000068664551
7,62,1189,21/04/2021,52,True,4,22.68000030517578
7,343,1537,03/04/2021,52,False,6,34.02000045776367
1,120,1261,30/04/2021,52,True,5,28.350000381469727
5,368,1923,15/01/2021,52,True,4,22.68000030517578
5,269,1615,19/03/2021,52,True,1,5.670000076293945
5,126,1528,24/04/2021,52,False,5,28.350000381469727
7,201,1633,18/05/2021,16,True,6,627.4800109863281
5,122,1292,16/03/2021,16,False,11,1150.3800201416016
1,290,1397,01/04/2021,16,False,9,941.2200164794922
1,266,1490,08/07/2021,16,False,6,627.4800109863281
6,329,2096,07/01/2021,16,False,6,627.4800109863281
7,53,1179,21/05/2021,16,False,5,522.9000091552734
4,197,2016,28/01/2021,16,False,6,627.4800109863281
6,6,1446,10/07/2021,16,True,3,313.74000549316406
2,123,1700,07/03/2021,16,False,7,732.0600128173828
6,337,1354,01/04/2021,16,False,7,732.0600128173828
3,294,1783,15/06/2021,16,False,7,732.0600128173828
6,176,1079,07/04/2021,16,True,6,627.4800109863281
2,361,1500,17/03/2021,16,True,1,104.58000183105469
7,347,1342,21/03/2021,16,True,4,418.32000732421875
7,180,1194,14/01/2021,16,False,3,313.74000549316406
6,364,1499,17/03/2021,16,False,1,104.58000183105469
6,74,1972,03/03/2021,16,False,2,209.16000366210938
6,203,1458,17/04/2021,16,False,1,104.58000183105469
6,105,1331,11/06/2021,16,False,8,836.6400146484375
5,258,1164,14/04/2021,16,False,8,836.6400146484375
2,281,1968,14/05/2021,16,False,7,732.0600128173828
6,145,1855,07/07/2021,16,False,8,836.6400146484375
4,145,2169,17/06/2021,16,True,11,1150.3800201416016
4,98,1138,30/01/2021,16,True,3,313.74000549316406
4,119,2078,24/02/2021,16,False,4,418.32000732421875
4,66,1311,13/03/2021,16,False,7,732.0600128173828
5,21,2159,08/06/2021,16,True,9,941.2200164794922
2,318,1448,25/03/2021,16,False,4,418.32000732421875
2,218,1813,13/03/2021,16,False,10,1045.8000183105469
2,213,1398,01/04/2021,16,False,4,418.32000732421875
1,47,1539,06/03/2021,16,False,5,522.9000091552734
7,68,1888,09/07/2021,16,False,9,941.2200164794922
5,261,1544,05/03/2021,16,False,11,1150.3800201416016
2,90,1887,09/07/2021,16,True,9,941.2200164794922
1,90,1296,25/06/2021,16,False,9,941.2200164794922
7,146,2071,04/05/2021,16,False,5,522.9000091552734
5,62,2120,30/03/2021,16,False,3,313.74000549316406
7,23,1757,27/07/2021,16,False,7,732.0600128173828
1,328,1819,26/06/2021,16,True,6,627.4800109863281
1,276,1308,13/04/2021,16,False,11,1150.3800201416016
5,288,2030,17/04/2021,16,False,7,732.0600128173828
7,201,1633,18/05/2021,45,True,2,9.0
7,333,1378,17/06/2021,45,True,11,49.5
3,177,1541,25/02/2021,45,False,9,40.5
5,177,1645,08/07/2021,45,False,11,49.5
3,43,1123,18/03/2021,45,False,2,9.0
2,89,1144,20/02/2021,45,False,11,49.5
7,341,2130,25/02/2021,45,False,7,31.5
3,133,2104,30/05/2021,45,True,7,31.5
4,133,1227,26/04/2021,45,False,5,22.5
1,112,1470,27/05/2021,45,True,8,36.0
3,305,2044,26/05/2021,45,False,11,49.5
3,190,1711,07/05/2021,45,False,7,31.5
5,369,1734,30/06/2021,45,False,6,27.0
3,175,1609,21/07/2021,45,False,4,18.0
1,175,1302,23/02/2021,45,False,9,40.5
2,189,2060,11/03/2021,45,True,6,27.0
1,359,1337,20/07/2021,45,False,3,13.5
4,203,1803,22/05/2021,45,False,8,36.0
6,12,1895,20/04/2021,45,False,8,36.0
6,243,1902,29/05/2021,45,True,8,36.0
2,8,1917,04/04/2021,45,True,7,31.5
2,228,1780,19/05/2021,45,True,6,27.0
6,63,1827,17/07/2021,45,False,8,36.0
2,242,1865,15/04/2021,45,False,6,27.0
6,219,2128,14/07/2021,45,False,5,22.5
1,73,2000,12/05/2021,45,True,8,36.0
1,148,1271,02/03/2021,45,True,10,45.0
4,78,1905,05/05/2021,45,False,7,31.5
2,85,1628,09/04/2021,45,True,5,22.5
4,34,1328,10/06/2021,45,False,1,4.5
4,67,1438,19/05/2021,45,True,6,27.0
2,335,2140,02/03/2021,45,False,6,27.0
7,42,1139,30/01/2021,45,True,8,36.0
1,153,1758,30/04/2021,45,False,10,45.0
1,241,2051,18/07/2021,45,False,7,31.5
7,169,1512,03/03/2021,45,False,11,49.5
1,275,2125,14/07/2021,45,True,7,31.5
5,216,1165,14/04/2021,45,False,4,18.0
7,23,1757,27/07/2021,45,False,9,40.5
7,373,1907,18/06/2021,45,False,2,9.0
1,276,1308,13/04/2021,45,False,11,49.5
5,56,1577,19/06/2021,45,True,5,22.5
1,208,1756,27/07/2021,45,False,2,9.0
1,181,1529,03/07/2021,45,False,9,40.5
7,201,1633,18/05/2021,46,True,7,17.84999966621399
6,174,1971,05/02/2021,46,False,3,7.6499998569488525
3,103,2160,26/01/2021,46,False,9,22.949999570846558
4,265,1364,17/03/2021,46,False,11,28.049999475479126
3,9,1617,19/03/2021,46,False,7,17.84999966621399
3,99,2139,02/03/2021,46,True,5,12.749999761581421
2,374,1502,10/06/2021,46,False,10,25.499999523162842
5,197,1885,26/03/2021,46,True,1,2.549999952316284
6,348,1333,11/06/2021,46,True,9,22.949999570846558
3,133,2104,30/05/2021,46,True,11,28.049999475479126
3,361,1376,19/06/2021,46,True,10,25.499999523162842
3,189,2123,14/07/2021,46,False,6,15.299999713897705
6,167,1721,29/01/2021,46,False,7,17.84999966621399
2,238,1828,17/07/2021,46,False,9,22.949999570846558
2,238,2035,29/07/2021,46,False,5,12.749999761581421
6,214,1459,17/04/2021,46,False,10,25.499999523162842
4,214,1360,03/07/2021,46,True,4,10.199999809265137
6,259,1737,05/05/2021,46,False,5,12.749999761581421
6,102,1849,04/06/2021,46,False,1,2.549999952316284
2,258,1530,03/07/2021,46,False,9,22.949999570846558
5,258,1555,01/05/2021,46,False,7,17.84999966621399
5,20,1068,02/02/2021,46,True,10,25.499999523162842
7,159,1320,29/07/2021,46,False,3,7.6499998569488525
4,353,1701,07/03/2021,46,False,5,12.749999761581421
2,344,1796,15/07/2021,46,True,11,28.049999475479126
2,325,1771,27/05/2021,46,True,4,10.199999809265137
4,229,1601,11/06/2021,46,False,4,10.199999809265137
7,49,1947,22/05/2021,46,False,11,28.049999475479126
2,354,1443,15/06/2021,46,False,11,28.049999475479126
5,121,1582,27/07/2021,46,False,10,25.499999523162842
1,208,1492,16/04/2021,46,False,11,28.049999475479126
7,201,1633,18/05/2021,55,True,6,39.11999988555908
6,60,1162,26/06/2021,55,False,7,45.639999866485596
4,199,1831,29/06/2021,55,True,3,19.55999994277954
7,375,1403,12/06/2021,55,False,3,19.55999994277954
6,326,1703,14/01/2021,55,False,1,6.519999980926514
3,64,2151,13/06/2021,55,True,10,65.19999980926514
7,248,1203,10/03/2021,55,True,11,71.71999979019165
3,283,1108,20/07/2021,55,False,11,71.71999979019165
6,41,1961,06/03/2021,55,False,10,65.19999980926514
7,188,2065,25/04/2021,55,False,10,65.19999980926514
6,4,1761,21/03/2021,55,False,1,6.519999980926514
6,26,1800,30/04/2021,55,True,5,32.59999990463257
1,183,2116,14/07/2021,55,False,10,65.19999980926514
5,100,1097,31/03/2021,55,False,9,58.67999982833862
2,254,2127,14/07/2021,55,True,11,71.71999979019165
5,313,1304,15/07/2021,55,False,10,65.19999980926514
2,346,1660,08/04/2021,55,False,4,26.079999923706055
5,166,1113,21/07/2021,55,True,8,52.15999984741211
4,357,1158,26/06/2021,55,False,8,52.15999984741211
2,272,1996,20/02/2021,55,False,11,71.71999979019165
1,45,2092,16/03/2021,55,False,3,19.55999994277954
1,262,1561,18/07/2021,55,True,1,6.519999980926514
1,310,1419,13/02/2021,55,False,8,52.15999984741211
2,335,2140,02/03/2021,55,False,4,26.079999923706055
2,206,1301,11/04/2021,55,False,10,65.19999980926514
1,58,1589,14/01/2021,55,False,2,13.039999961853027
1,90,1296,25/06/2021,55,False,8,52.15999984741211
5,205,1424,22/06/2021,55,False,4,26.079999923706055
1,84,1621,20/05/2021,55,False,1,6.519999980926514
7,62,1189,21/04/2021,55,True,4,26.079999923706055
1,56,1765,10/06/2021,55,False,3,19.55999994277954
7,201,1633,18/05/2021,58,True,7,52.5
2,174,1911,23/01/2021,58,True,7,52.5
6,60,1162,26/06/2021,58,False,1,7.5
3,290,1390,13/05/2021,58,False,1,7.5
3,380,1498,20/02/2021,58,False,11,82.5
1,38,2050,18/07/2021,58,False,8,60.0
2,220,1680,05/03/2021,58,False,6,45.0
4,302,1306,24/03/2021,58,False,4,30.0
1,139,1858,07/07/2021,58,False,10,75.0
3,97,1649,16/06/2021,58,False,3,22.5
3,81,1153,16/06/2021,58,False,4,30.0
3,65,1891,27/06/2021,58,False,11,82.5
1,175,1302,23/02/2021,58,False,6,45.0
4,234,1075,07/04/2021,58,False,6,45.0
6,338,1896,20/04/2021,58,True,10,75.0
6,36,1705,14/01/2021,58,True,1,7.5
6,184,1682,03/02/2021,58,False,7,52.5
5,13,1564,27/05/2021,58,False,3,22.5
6,61,1362,17/03/2021,58,False,4,30.0
4,4,1518,03/07/2021,58,False,5,37.5
6,345,1487,12/03/2021,58,True,10,75.0
5,26,1558,18/07/2021,58,False,1,7.5
6,311,1190,21/04/2021,58,False,4,30.0
6,370,2106,10/04/2021,58,False,8,60.0
2,243,1603,05/07/2021,58,False,7,52.5
6,156,1927,30/05/2021,58,False,10,75.0
7,183,1170,15/05/2021,58,True,1,7.5
6,163,1714,21/07/2021,58,False,9,67.5
6,219,2128,14/07/2021,58,False,8,60.0
5,113,1150,20/06/2021,58,False,6,45.0
4,285,1407,21/01/2021,58,False,7,52.5
4,108,1815,13/02/2021,58,True,11,82.5
5,21,2159,08/06/2021,58,True,4,30.0
2,344,1796,15/07/2021,58,True,8,60.0
4,85,1395,23/04/2021,58,False,2,15.0
4,7,1396,23/04/2021,58,False,5,37.5
2,233,1580,11/05/2021,58,False,2,15.0
4,3,1452,04/05/2021,58,False,6,45.0
2,196,1784,15/06/2021,58,False,7,52.5
2,45,1873,23/02/2021,58,True,4,30.0
2,151,1267,29/07/2021,58,True,2,15.0
7,273,1414,16/06/2021,58,False,5,37.5
7,30,1578,19/06/2021,58,False,6,45.0
5,86,1262,03/07/2021,58,False,8,60.0
5,28,1930,14/05/2021,58,True,9,67.5
5,279,2148,02/07/2021,58,False,10,75.0
7,201,1633,18/05/2021,20,True,5,229.4499969482422
3,162,1510,03/07/2021,20,False,2,91.77999877929688
3,122,1095,20/01/2021,20,False,6,275.3399963378906
6,60,1162,26/06/2021,20,False,3,137.6699981689453
3,380,1498,20/02/2021,20,False,4,183.55999755859375
4,199,1831,29/06/2021,20,True,7,321.22999572753906
3,265,1326,06/02/2021,20,False,9,413.00999450683594
3,300,1551,17/02/2021,20,False,3,137.6699981689453
2,43,1222,02/01/2021,20,False,2,91.77999877929688
3,29,1801,24/04/2021,20,False,9,413.00999450683594
4,116,1640,10/06/2021,20,False,2,91.77999877929688
2,93,1210,03/07/2021,20,False,4,183.55999755859375
5,369,1734,30/06/2021,20,False,5,229.4499969482422
6,338,1193,14/01/2021,20,False,10,458.8999938964844
2,338,1847,12/05/2021,20,True,8,367.1199951171875
4,202,1430,06/05/2021,20,False,9,413.00999450683594
6,41,1961,06/03/2021,20,False,7,321.22999572753906
4,364,1877,19/05/2021,20,True,2,91.77999877929688
6,336,1202,10/03/2021,20,True,11,504.7899932861328
6,340,1892,03/07/2021,20,False,10,458.8999938964844
5,370,1663,24/06/2021,20,True,7,321.22999572753906
6,243,1902,29/05/2021,20,True,8,367.1199951171875
6,102,1849,04/06/2021,20,False,8,367.1199951171875
1,105,1334,11/06/2021,20,False,2,91.77999877929688
6,191,1297,25/06/2021,20,False,4,183.55999755859375
6,128,2057,19/06/2021,20,False,5,229.4499969482422
5,130,1635,13/03/2021,20,False,1,45.88999938964844
1,73,2000,12/05/2021,20,True,4,183.55999755859375
4,108,1213,03/02/2021,20,False,10,458.8999938964844
1,284,2010,16/06/2021,20,True,4,183.55999755859375
7,134,1598,11/06/2021,20,False,10,458.8999938964844
4,200,1182,17/06/2021,20,True,10,458.8999938964844
2,334,2098,07/01/2021,20,False,1,45.88999938964844
7,272,1410,21/01/2021,20,False,5,229.4499969482422
5,272,2020,25/07/2021,20,False,3,137.6699981689453
7,117,2038,04/04/2021,20,False,7,321.22999572753906
2,251,1076,07/04/2021,20,False,10,458.8999938964844
1,154,1690,01/06/2021,20,True,3,137.6699981689453
5,260,1657,14/05/2021,20,False,7,321.22999572753906
7,146,1365,17/03/2021,20,False,10,458.8999938964844
3,91,1965,16/01/2021,1,False,3,113.25
3,278,2011,16/06/2021,1,False,4,151.0
2,174,1911,23/01/2021,1,True,4,151.0
1,301,1903,29/05/2021,1,False,4,151.0
3,329,1614,19/03/2021,1,False,7,264.25
3,15,1960,06/03/2021,1,False,7,264.25
2,374,1502,10/06/2021,1,False,9,339.75
3,337,1226,04/05/2021,1,False,11,415.25
3,133,2104,30/05/2021,1,True,2,75.5
7,93,1371,04/05/2021,1,True,8,302.0
3,139,1608,25/06/2021,1,True,7,264.25
3,297,1882,03/06/2021,1,True,5,188.75
5,351,1676,29/06/2021,1,False,5,188.75
3,115,1826,17/07/2021,1,False,9,339.75
6,317,1667,27/03/2021,1,False,7,264.25
6,312,1310,31/03/2021,1,True,6,226.5
6,362,1760,21/03/2021,1,False,5,188.75
6,372,1928,14/05/2021,1,False,1,37.75
6,50,2174,25/05/2021,1,False,8,302.0
7,292,1632,18/05/2021,1,False,2,75.5
6,204,1638,18/06/2021,1,True,1,37.75
4,8,1704,14/01/2021,1,False,11,415.25
4,70,2115,14/07/2021,1,False,1,37.75
1,136,1836,28/03/2021,1,True,9,339.75
5,119,1859,19/05/2021,1,False,5,188.75
1,17,1975,21/07/2021,1,False,1,37.75
4,342,1391,13/05/2021,1,True,1,37.75
5,54,2089,22/06/2021,1,False,4,151.0
1,55,2136,03/05/2021,1,False,7,264.25
2,296,2003,10/03/2021,1,False,5,188.75
1,137,1977,21/07/2021,1,False,8,302.0
5,232,1358,13/05/2021,1,False,3,113.25
2,95,1829,31/07/2021,1,True,7,264.25
7,146,2071,04/05/2021,1,False,7,264.25
7,216,1789,01/04/2021,1,False,11,415.25
7,209,1084,08/07/2021,1,True,4,151.0
5,252,1480,14/04/2021,1,False,10,377.5
5,56,1577,19/06/2021,1,True,7,264.25
1,245,1575,16/05/2021,1,False,6,226.5
3,91,1965,16/01/2021,40,False,9,389.3399848937988
3,168,1912,23/01/2021,40,False,7,302.8199882507324
6,303,2029,17/04/2021,40,False,7,302.8199882507324
3,103,2160,26/01/2021,40,False,9,389.3399848937988
7,375,1403,12/06/2021,40,False,6,259.5599899291992
4,319,1926,30/05/2021,40,False,1,43.2599983215332
4,89,1315,28/07/2021,40,False,7,302.8199882507324
6,348,1333,11/06/2021,40,True,1,43.2599983215332
5,190,1168,15/05/2021,40,True,6,259.5599899291992
1,297,1198,26/02/2021,40,False,5,216.29999160766602
5,167,1209,09/04/2021,40,False,4,173.0399932861328
7,155,1469,13/03/2021,40,False,1,43.2599983215332
6,352,1201,10/03/2021,40,False,11,475.85998153686523
5,79,2142,30/07/2021,40,False,1,43.2599983215332
5,94,1131,21/01/2021,40,True,3,129.7799949645996
6,237,1460,17/04/2021,40,False,5,216.29999160766602
5,12,1570,01/01/2021,40,True,7,302.8199882507324
1,12,1110,30/07/2021,40,False,10,432.59998321533203
1,102,1077,07/04/2021,40,True,2,86.5199966430664
6,187,1327,01/06/2021,40,False,4,173.0399932861328
